Motor Current,Command Current
3.0,0
3.0,0
3.0,0
3.0,0
2.0,0
2.0,0
3.0,0
2.0,0
2.0,0
2.0,0
2.0,0
3.0,0
2.0,0
2.0,0
2.0,0
3.0,0
2.0,0
3.0,0
3.0,0
2.0,0
3.0,0
3.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
3.0,0
3.0,0
3.0,0
4.0,0
4.0,0
5.0,0
5.0,0
4.0,0
4.0,0
3.0,0
3.0,0
3.0,0
2.0,0
1.0,0
2.0,0
2.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
2.0,0
2.0,0
2.0,0
1.0,0
2.0,0
2.0,0
1.0,0
2.0,0
1.0,0
1.0,0
2.0,0
2.0,0
2.0,0
3.0,0
3.0,0
3.0,0
3.0,0
2.0,0
3.0,0
2.0,0
2.0,0
3.0,0
3.0,0
2.0,0
2.0,0
2.0,0
3.0,0
2.0,0
3.0,0
3.0,0
3.0,0
3.0,0
2.0,0
1.0,0
2.0,0
2.0,0
2.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
2.0,0
2.0,0
2.0,0
2.0,0
3.0,0
2.0,0
2.0,0
2.0,0
2.0,0
3.0,0
2.0,0
2.0,0
3.0,0
2.0,0
2.0,0
2.0,0
1.0,0
2.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
4.0,0
4.0,0
4.0,0
5.0,0
5.0,0
5.0,0
5.0,0
5.0,0
4.0,0
4.0,0
4.0,0
4.0,0
2.0,0
2.0,0
2.0,0
2.0,0
3.0,0
3.0,0
3.0,0
2.0,0
3.0,0
3.0,0
3.0,0
4.0,0
3.0,0
3.0,0
4.0,0
3.0,0
4.0,0
4.0,0
3.0,0
4.0,0
4.0,0
4.0,0
4.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
3.0,0
2.0,0
3.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
3.0,0
3.0,0
2.0,0
2.0,0
2.0,0
2.0,0
3.0,0
3.0,0
4.0,0
5.0,0
4.0,0
5.0,0
5.0,0
5.0,0
3.0,0
3.0,0
3.0,0
2.0,0
2.0,0
1.0,0
2.0,0
1.0,0
2.0,0
3.0,0
2.0,0
1.0,0
2.0,0
2.0,0
2.0,0
1.0,0
2.0,0
2.0,0
2.0,0
2.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
2.0,0
2.0,0
3.0,0
4.0,0
4.0,0
3.0,0
4.0,0
3.0,0
3.0,0
3.0,0
2.0,0
2.0,0
3.0,0
3.0,0
3.0,0
4.0,0
4.0,0
5.0,0
4.0,0
4.0,0
5.0,0
4.0,0
4.0,0
4.0,0
4.0,0
4.0,0
4.0,0
3.0,0
4.0,0
3.0,0
3.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
2.0,0
1.0,0
2.0,0
2.0,0
1.0,0
2.0,0
2.0,0
2.0,0
3.0,0
3.0,0
5.0,0
5.0,0
3.0,0
4.0,0
4.0,0
3.0,0
2.0,0
2.0,0
1.0,0
3.0,0
3.0,0
3.0,0
3.0,0
3.0,0
4.0,0
4.0,0
3.0,0
3.0,0
4.0,0
4.0,0
5.0,0
5.0,400
5.0,400
3.0,400
3.0,400
3.0,400
3.0,400
51.0,400
103.0,400
159.0,400
216.0,400
321.0,400
377.0,400
419.0,400
404.0,400
402.0,400
401.0,400
400.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
397.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
400.0,400
399.0,400
398.0,400
400.0,400
400.0,400
399.0,400
401.0,400
401.0,400
400.0,400
399.0,400
398.0,400
398.0,400
397.0,400
396.0,400
398.0,400
394.0,400
395.0,400
395.0,400
394.0,400
394.0,400
396.0,400
395.0,400
396.0,400
398.0,400
398.0,400
397.0,400
398.0,400
396.0,400
396.0,400
396.0,400
397.0,400
396.0,400
397.0,400
398.0,400
396.0,400
400.0,400
400.0,400
399.0,400
400.0,400
398.0,400
399.0,400
399.0,400
398.0,400
400.0,400
400.0,400
398.0,400
400.0,400
401.0,400
401.0,400
401.0,400
398.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
397.0,400
397.0,400
397.0,400
397.0,400
396.0,400
396.0,400
397.0,400
396.0,400
397.0,400
397.0,400
395.0,400
395.0,400
397.0,400
396.0,400
397.0,400
397.0,400
397.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
401.0,400
400.0,400
399.0,400
399.0,400
400.0,400
401.0,400
400.0,400
399.0,400
400.0,400
399.0,400
401.0,400
399.0,400
398.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
397.0,400
398.0,400
398.0,400
396.0,400
398.0,400
397.0,400
397.0,400
396.0,400
396.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
400.0,400
399.0,400
400.0,400
401.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
400.0,400
400.0,400
400.0,400
399.0,400
401.0,400
400.0,400
401.0,400
401.0,400
402.0,400
400.0,400
401.0,400
400.0,400
400.0,400
400.0,400
398.0,400
398.0,400
399.0,400
400.0,400
401.0,400
401.0,400
399.0,400
400.0,400
400.0,400
399.0,400
398.0,400
400.0,400
397.0,400
397.0,400
397.0,400
397.0,400
398.0,400
398.0,400
399.0,400
398.0,400
397.0,400
397.0,400
398.0,400
398.0,400
397.0,400
399.0,400
397.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
397.0,400
398.0,400
400.0,400
399.0,400
400.0,400
402.0,400
401.0,400
403.0,400
401.0,400
402.0,400
402.0,400
401.0,400
401.0,400
400.0,400
399.0,400
401.0,400
399.0,400
397.0,400
398.0,400
398.0,400
397.0,400
396.0,400
395.0,400
394.0,400
396.0,400
395.0,400
397.0,400
396.0,400
397.0,400
397.0,400
399.0,400
399.0,400
397.0,400
399.0,400
400.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
397.0,400
399.0,400
399.0,400
399.0,400
398.0,400
400.0,400
400.0,400
400.0,400
399.0,400
400.0,400
400.0,400
399.0,400
398.0,400
398.0,400
400.0,400
400.0,400
399.0,400
398.0,400
400.0,400
399.0,400
398.0,400
397.0,400
397.0,400
396.0,400
396.0,400
396.0,400
395.0,400
396.0,400
396.0,400
396.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
401.0,400
398.0,400
399.0,400
399.0,400
398.0,400
397.0,400
397.0,400
397.0,400
397.0,400
399.0,400
399.0,400
399.0,400
401.0,400
399.0,400
398.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
401.0,400
401.0,400
400.0,400
400.0,400
400.0,400
403.0,400
401.0,400
401.0,400
402.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
397.0,400
398.0,400
398.0,400
397.0,400
396.0,400
397.0,400
396.0,400
397.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
396.0,400
398.0,400
400.0,400
401.0,400
399.0,400
398.0,400
399.0,400
401.0,400
401.0,400
401.0,400
400.0,400
401.0,400
400.0,400
401.0,400
400.0,400
400.0,400
401.0,400
401.0,400
400.0,400
401.0,400
400.0,400
399.0,400
400.0,400
400.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
396.0,400
396.0,400
394.0,400
397.0,400
399.0,400
397.0,400
398.0,400
398.0,400
397.0,400
400.0,400
400.0,400
398.0,400
400.0,400
400.0,400
400.0,400
399.0,400
400.0,400
399.0,400
401.0,400
400.0,400
398.0,400
401.0,400
401.0,400
399.0,400
400.0,400
398.0,400
400.0,400
400.0,400
399.0,400
400.0,400
399.0,400
400.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
397.0,400
397.0,400
398.0,400
397.0,400
397.0,400
396.0,400
395.0,400
397.0,400
397.0,400
395.0,400
395.0,400
396.0,400
395.0,400
394.0,400
395.0,400
396.0,400
395.0,400
397.0,400
398.0,400
399.0,400
401.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
397.0,400
398.0,400
399.0,400
398.0,400
399.0,400
398.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
398.0,400
401.0,400
401.0,400
400.0,400
400.0,400
400.0,400
401.0,400
401.0,400
399.0,400
398.0,400
397.0,400
398.0,400
398.0,400
397.0,400
397.0,400
396.0,400
397.0,400
397.0,400
397.0,400
396.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
400.0,400
398.0,400
399.0,400
400.0,400
400.0,400
399.0,400
400.0,400
402.0,400
402.0,400
399.0,400
399.0,400
400.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
399.0,400
400.0,400
399.0,400
399.0,400
398.0,400
400.0,400
400.0,400
399.0,400
400.0,400
399.0,400
401.0,400
399.0,400
400.0,400
400.0,400
398.0,400
399.0,400
397.0,400
397.0,400
397.0,400
398.0,400
397.0,400
394.0,400
396.0,400
399.0,400
397.0,400
395.0,400
395.0,400
397.0,400
397.0,400
398.0,400
397.0,400
398.0,400
398.0,400
400.0,400
398.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
400.0,400
401.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
400.0,400
401.0,400
399.0,400
400.0,400
398.0,400
397.0,400
397.0,400
396.0,400
396.0,400
397.0,400
395.0,400
398.0,400
398.0,400
398.0,400
398.0,400
400.0,400
400.0,400
397.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
400.0,400
401.0,400
402.0,400
401.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
401.0,400
401.0,400
401.0,400
400.0,400
401.0,400
402.0,400
399.0,400
399.0,400
398.0,400
400.0,400
399.0,400
397.0,400
398.0,400
398.0,400
397.0,400
397.0,400
396.0,400
397.0,400
396.0,400
396.0,400
396.0,400
394.0,400
395.0,400
395.0,400
394.0,400
397.0,400
396.0,400
398.0,400
398.0,400
399.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
399.0,400
400.0,400
401.0,400
400.0,400
400.0,400
401.0,400
400.0,400
399.0,400
400.0,400
401.0,400
400.0,400
401.0,400
398.0,400
397.0,400
398.0,400
397.0,400
396.0,400
396.0,400
394.0,400
396.0,400
396.0,400
395.0,400
396.0,400
396.0,400
396.0,400
396.0,400
398.0,400
397.0,400
397.0,400
396.0,400
397.0,400
396.0,400
396.0,400
396.0,400
397.0,400
397.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
401.0,400
400.0,400
399.0,400
399.0,400
397.0,400
397.0,400
397.0,400
398.0,400
398.0,400
399.0,400
400.0,400
399.0,400
401.0,400
400.0,400
400.0,400
402.0,400
400.0,400
399.0,400
398.0,400
399.0,400
398.0,400
397.0,400
396.0,400
397.0,400
397.0,400
396.0,400
396.0,400
395.0,400
397.0,400
396.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
399.0,400
400.0,400
400.0,400
400.0,400
400.0,400
401.0,400
400.0,400
399.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
401.0,400
401.0,400
402.0,400
401.0,400
402.0,400
403.0,400
404.0,400
403.0,400
404.0,400
402.0,400
401.0,400
402.0,400
401.0,400
400.0,400
398.0,400
396.0,400
397.0,400
396.0,400
395.0,400
395.0,400
396.0,400
396.0,400
395.0,400
395.0,400
397.0,400
396.0,400
395.0,400
398.0,400
397.0,400
398.0,400
397.0,400
398.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
400.0,400
399.0,400
398.0,400
401.0,400
400.0,400
401.0,400
401.0,400
399.0,400
399.0,400
401.0,400
400.0,400
401.0,400
400.0,400
401.0,400
399.0,400
400.0,400
399.0,400
399.0,400
400.0,400
397.0,400
398.0,400
398.0,400
398.0,400
399.0,400
400.0,400
399.0,400
397.0,400
398.0,400
398.0,400
399.0,400
398.0,400
396.0,400
398.0,400
396.0,400
395.0,400
396.0,400
396.0,400
397.0,400
397.0,400
398.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
400.0,400
398.0,400
399.0,400
397.0,400
399.0,400
399.0,400
398.0,400
400.0,400
400.0,400
398.0,400
399.0,400
398.0,400
400.0,400
400.0,400
400.0,400
400.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
397.0,400
398.0,400
397.0,400
396.0,400
396.0,400
395.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
398.0,400
401.0,400
400.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
402.0,400
400.0,400
397.0,400
399.0,400
400.0,400
399.0,400
397.0,400
397.0,400
398.0,400
400.0,400
399.0,400
399.0,400
399.0,400
397.0,400
397.0,400
396.0,400
395.0,400
394.0,400
394.0,400
395.0,400
395.0,400
395.0,400
395.0,400
399.0,400
398.0,400
397.0,400
398.0,400
399.0,400
398.0,400
398.0,400
397.0,400
397.0,400
397.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
401.0,400
399.0,400
401.0,400
401.0,400
400.0,400
401.0,400
400.0,400
400.0,400
397.0,400
399.0,400
399.0,400
397.0,400
396.0,400
398.0,400
396.0,400
396.0,400
396.0,400
396.0,400
395.0,400
396.0,400
397.0,400
397.0,400
397.0,400
396.0,400
399.0,400
400.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
400.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
400.0,400
400.0,400
399.0,400
400.0,400
400.0,400
402.0,400
402.0,400
402.0,400
403.0,400
401.0,400
402.0,400
402.0,400
402.0,400
400.0,400
400.0,400
401.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
397.0,400
395.0,400
394.0,400
396.0,400
395.0,400
395.0,400
395.0,400
396.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
398.0,400
400.0,400
399.0,400
399.0,400
399.0,400
401.0,400
400.0,400
401.0,400
401.0,400
401.0,400
400.0,400
399.0,400
397.0,400
397.0,400
397.0,400
397.0,400
397.0,400
396.0,400
396.0,400
395.0,400
396.0,400
395.0,400
398.0,400
398.0,400
397.0,400
397.0,400
396.0,400
396.0,400
398.0,400
398.0,400
400.0,400
400.0,400
398.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
400.0,400
397.0,400
398.0,400
398.0,400
398.0,400
401.0,400
400.0,400
399.0,400
399.0,400
399.0,400
402.0,400
399.0,400
398.0,400
398.0,400
398.0,400
397.0,400
397.0,400
397.0,400
396.0,400
394.0,400
395.0,400
395.0,400
396.0,400
395.0,400
396.0,400
395.0,400
397.0,400
398.0,400
399.0,400
398.0,400
399.0,400
400.0,400
398.0,400
399.0,400
401.0,400
401.0,400
399.0,400
398.0,400
400.0,400
399.0,400
400.0,400
398.0,400
398.0,400
400.0,400
400.0,400
402.0,400
400.0,400
401.0,400
401.0,400
400.0,400
399.0,400
401.0,400
402.0,400
401.0,400
401.0,400
401.0,400
400.0,400
401.0,400
399.0,400
399.0,400
395.0,400
396.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
397.0,400
397.0,400
397.0,400
397.0,400
398.0,400
397.0,400
397.0,400
397.0,400
397.0,400
397.0,400
397.0,400
398.0,400
400.0,400
399.0,400
397.0,400
400.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
402.0,400
402.0,400
403.0,400
403.0,400
402.0,400
401.0,400
402.0,400
401.0,400
400.0,400
400.0,400
400.0,400
398.0,400
399.0,400
399.0,400
396.0,400
398.0,400
397.0,400
397.0,400
396.0,400
394.0,400
397.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
401.0,400
401.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
397.0,400
399.0,400
399.0,400
397.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
402.0,400
402.0,400
402.0,400
401.0,400
400.0,400
401.0,400
401.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
398.0,400
397.0,400
397.0,400
396.0,400
396.0,400
396.0,400
398.0,400
397.0,400
396.0,400
397.0,400
397.0,400
398.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
398.0,400
398.0,400
396.0,400
398.0,400
399.0,400
399.0,400
397.0,400
399.0,400
398.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
401.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
398.0,400
398.0,400
399.0,400
396.0,400
397.0,400
398.0,400
397.0,400
397.0,400
397.0,400
397.0,400
397.0,400
396.0,400
397.0,400
397.0,400
397.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
400.0,400
401.0,400
402.0,400
401.0,400
401.0,400
399.0,400
400.0,400
399.0,400
398.0,400
396.0,400
396.0,400
395.0,400
395.0,400
396.0,400
395.0,400
394.0,400
397.0,400
397.0,400
398.0,400
397.0,400
398.0,400
398.0,400
400.0,400
399.0,400
397.0,400
397.0,400
397.0,400
399.0,400
398.0,400
397.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
401.0,400
400.0,400
399.0,400
401.0,400
401.0,400
401.0,400
402.0,400
401.0,400
401.0,400
402.0,400
402.0,400
401.0,400
399.0,400
401.0,400
402.0,400
400.0,400
402.0,400
401.0,400
400.0,400
400.0,400
399.0,400
398.0,400
399.0,400
398.0,400
396.0,400
396.0,400
397.0,400
397.0,400
396.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
397.0,400
